source,prediction_id,family,predicate,point_monotone,mesh_monotone,compatibility_monotone,point_endpoint_change,mesh_endpoint_change,compatibility_endpoint_change
open3dsg,open3dsg_ov:full_official_validation:280d8ebb-6cc6-2788-9153-98959a2da801_7:23:67:close by,proximity,close by,True,True,True,1.932991283317563,1.8818865883071836,-0.5753848980619617
open3dsg,open3dsg_ov:full_official_validation:280d8ebb-6cc6-2788-9153-98959a2da801_2:4:12:close by,proximity,close by,True,False,True,1.822010905855338,0.3785005771165564,-0.5336413180050348
vlsat,vlsat_closed_set:full_official_validation:ddc73797-765b-241a-9e2c-097c5989baf6:2:8:11:close by,proximity,close by,True,True,True,1.9386906571541092,1.9448148117965742,-0.8625075685361426
open3dsg,open3dsg_ov:full_official_validation:ba6fdaac-a4c1-2dca-8380-f16765679fd7_2:47:33:close by,proximity,close by,True,True,True,1.9786824088648798,1.9713335079014458,-0.0017238308597432108
sgfn,sgfn_official_full_l160:official_test:41385849-a238-2435-81d0-ceb0eba4541a:2:40:152:close by,proximity,close by,True,True,True,1.9746898859960305,1.9725199360689682,-0.16525393925717244
sgfn,sgfn_official_full_l160:official_test:4fbad331-465b-2a5d-8488-852fcda9513c:1:29:27:close by,proximity,close by,True,True,True,1.991031591218519,1.9931666827452594,-0.3933324943334479
vlsat,vlsat_closed_set:full_official_validation:4d3d82ae-8cf4-2e04-80de-20f96c814d9c:2:18:2:close by,proximity,close by,False,False,True,1.2035059457354835,0.7942724660832765,-0.7298682507731584
vlsat,vlsat_closed_set:full_official_validation:0cac75dc-8d6f-2d13-8d08-9c497bd6acdc:3:7:24:close by,proximity,close by,True,True,True,1.5414746003961104,1.4493046691530078,-0.3787702958651691
sgfn,sgfn_official_full_l160:official_test:20c993b7-698f-29c5-847d-c8cb8a685f5a:2:8:1:close by,proximity,close by,True,True,True,1.5603245019151935,1.5636053102969323,-0.9883172535973489
vlsat,vlsat_closed_set:full_official_validation:0cac7584-8d6f-2d13-8df8-c05e4307b418:1:50:20:close by,proximity,close by,True,True,True,1.8117291552152643,1.779486089337313,-0.37386724730915255
open3dsg,open3dsg_ov:full_official_validation:5341b79f-8a66-2cdd-84d5-6dba6525dd75_1:2:25:close by,proximity,close by,True,True,True,1.9249159078965714,1.9242718578369016,-0.5157170016941489
vlsat,vlsat_closed_set:full_official_validation:4d3d82b0-8cf4-2e04-80a8-c955ea964c2f:3:9:20:close by,proximity,close by,True,True,True,1.6829600940129474,1.7737685663921907,-0.7049480118077995
sgfn,sgfn_official_full_l160:official_test:a0905fd9-66f7-2272-9dfb-0483fdcc54c7:1:47:46:close by,proximity,close by,True,True,True,1.7432269158593625,1.706093628298358,-0.23492047173465014
sgfn,sgfn_official_full_l160:official_test:8eabc45f-5af7-2f32-8528-640861d2a135:6:51:50:close by,proximity,close by,True,True,True,1.8797649600069406,1.9382068793420852,-0.22870529454075816
open3dsg,open3dsg_ov:full_official_validation:5341b7b3-8a66-2cdd-856d-9d70e194568b_3:16:8:close by,proximity,close by,True,False,True,0.5378044501133279,0.47363103669075196,-0.22943432108415052
open3dsg,open3dsg_ov:full_official_validation:6bde6083-9162-246f-8c9c-e170212059b2_1:1:15:close by,proximity,close by,False,False,True,0.6591206825308722,0.1660343944953565,-0.9718003709682529
open3dsg,open3dsg_ov:full_official_validation:20c993b7-698f-29c5-847d-c8cb8a685f5a_1:1:5:close by,proximity,close by,True,True,True,1.517867668368822,1.7737255412230073,-0.9939975570816512
vlsat,vlsat_closed_set:full_official_validation:6bde607b-9162-246f-8e65-76e3ef265504:1:15:13:close by,proximity,close by,True,True,True,1.9803868724667044,1.9917301334610258,-0.6533029022075695
vlsat,vlsat_closed_set:full_official_validation:6bde607d-9162-246f-8f84-98cf7ac2374c:1:4:14:close by,proximity,close by,True,True,True,1.9049524361599248,1.9353586519487793,-0.0016261189000141977
sgfn,sgfn_official_full_l160:official_test:d7d40d4c-7a5d-2b36-95c1-5f6c9147caf0:2:15:14:close by,proximity,close by,True,True,True,1.8677725060832986,1.8722455717003643,-0.17903343327404775
vlsat,vlsat_closed_set:full_official_validation:c7895f78-339c-2d13-82bb-cc990cbbc90f:3:26:27:close by,proximity,close by,True,True,True,1.9418407145304355,1.958622756549361,-0.4399307258122709
open3dsg,open3dsg_ov:full_official_validation:75c25975-9ca2-2844-9769-84677f46d4cf_3:2:24:close by,proximity,close by,True,True,True,1.7342890891923883,1.6946201157027074,-0.6422983089505009
vlsat,vlsat_closed_set:full_official_validation:0988ea72-eb32-2e61-8344-99e2283c2728:3:15:17:close by,proximity,close by,True,True,True,1.5865088428035277,0.9524759950476774,-0.134188816216116
sgfn,sgfn_official_full_l160:official_test:6e67e550-1209-2cd0-8294-7cc2564cf82c:1:8:43:close by,proximity,close by,True,True,True,1.7645271006801853,1.6103458777835133,-0.10234363360981513
sgfn,sgfn_official_full_l160:official_test:bf9a3d9e-45a5-2e80-83c6-4e427c5586a2:1:19:22:close by,proximity,close by,True,True,True,1.9518698637515364,1.9627178824993066,-0.765334919862984
open3dsg,open3dsg_ov:full_official_validation:20c993bf-698f-29c5-8549-a69fd169c1e1_1:81:3:close by,proximity,close by,True,True,True,1.972017843177227,1.9759932680085315,-0.7805026028221455
open3dsg,open3dsg_ov:full_official_validation:38770ca5-86d7-27b8-871c-57fdbfe87905_6:53:40:close by,proximity,close by,True,True,True,1.9866728824405326,1.999056288010146,-0.0021321266828826244
vlsat,vlsat_closed_set:full_official_validation:9af05c68-5794-2e19-8c5a-979f448da545:3:9:65:close by,proximity,close by,True,True,True,1.984449530924492,1.9707104079815,-0.164230189101427
sgfn,sgfn_official_full_l160:official_test:8eabc445-5af7-2f32-85ae-90deb8eb1b0b:3:16:12:close by,proximity,close by,True,True,True,1.9285731212367074,1.950537354102541,-0.5592348461988365
open3dsg,open3dsg_ov:full_official_validation:ddc73799-765b-241a-9c30-f75dcb7627d4_1:35:34:close by,proximity,close by,True,True,True,1.9455236781015324,1.9472904202054284,-0.318088891566511
vlsat,vlsat_closed_set:full_official_validation:bf9a3da2-45a5-2e80-8219-1f0a216399fe:2:28:16:close by,proximity,close by,True,True,True,1.7383792327836576,1.656104768452475,-0.60817728387346
vlsat,vlsat_closed_set:full_official_validation:7747a510-9431-24e8-8705-907ee78be2a2:2:10:1:close by,proximity,close by,True,True,True,1.7166925956818408,1.6800848257951375,-0.947298323522631
vlsat,vlsat_closed_set:full_official_validation:bf9a3de9-45a5-2e80-8022-277108d67404:2:29:17:close by,proximity,close by,True,True,True,1.4548864140321829,1.3844657474455584,-0.6246853400498789
open3dsg,open3dsg_ov:full_official_validation:e61b0e02-bada-2f31-82d0-80fc5c70bd6f_1:1:22:close by,proximity,close by,True,True,True,1.5883587094698497,1.7164066608140713,-0.9992649431367832
sgfn,sgfn_official_full_l160:official_test:4138582f-a238-2435-8332-6902542c2823:3:15:22:close by,proximity,close by,True,True,True,1.9357089592393493,1.8919650431551682,-0.9370250811851774
open3dsg,open3dsg_ov:full_official_validation:5630cfcf-12bf-2860-8784-83d28a611a83_2:15:12:close by,proximity,close by,True,True,True,1.9226540230736262,1.9432646519120222,-3.05334630986257e-06
open3dsg,open3dsg_ov:full_official_validation:4fbad31e-465b-2a5d-84b7-c0ddea978db4_1:10:36:close by,proximity,close by,True,True,True,1.4042059815328962,1.2347390024580531,-0.9462992812179222
open3dsg,open3dsg_ov:full_official_validation:9766cbe5-6321-2e2f-8040-4e5b7a5d8ba1_2:9:43:close by,proximity,close by,True,True,True,1.6903511725816285,1.7995493838305783,-0.1596219903193491
vlsat,vlsat_closed_set:full_official_validation:bf9a3de9-45a5-2e80-8022-277108d67404:3:9:10:close by,proximity,close by,True,True,True,1.762107250817074,1.719969129905433,-0.5531081389393531
open3dsg,open3dsg_ov:full_official_validation:7747a4ec-9431-24e8-848f-897279a1e9fe_4:11:62:close by,proximity,close by,True,True,True,1.3645184233339256,1.700282791232752,-0.06329962651583254
open3dsg,open3dsg_ov:full_official_validation:1d233fe6-e280-2b1a-8caf-eb0d13a59ad6_2:22:16:close by,proximity,close by,True,True,True,1.9944695674097326,1.9591211213257127,-0.8305481499547211
open3dsg,open3dsg_ov:full_official_validation:38770ca3-86d7-27b8-85a7-7d840ffdec6a_9:21:1:close by,proximity,close by,True,True,True,1.3411389179126476,0.9741986008839028,-0.9894470167985241
vlsat,vlsat_closed_set:full_official_validation:38770ca5-86d7-27b8-871c-57fdbfe87905:4:26:18:close by,proximity,close by,True,True,True,1.9837822992973124,1.9724610019895525,-0.4725628688028121
sgfn,sgfn_official_full_l160:official_test:0cac75dc-8d6f-2d13-8d08-9c497bd6acdc:2:50:47:close by,proximity,close by,True,True,True,1.9819164169226404,1.9780613740674404,-0.027667007601974138
vlsat,vlsat_closed_set:full_official_validation:6bde607d-9162-246f-8f84-98cf7ac2374c:1:4:3:close by,proximity,close by,False,False,True,0.6817473181673748,0.1036456757012485,-0.9252931107684187
vlsat,vlsat_closed_set:full_official_validation:4fbad32f-465b-2a5d-8408-146ab1d72808:4:38:17:close by,proximity,close by,True,True,True,1.3499386622820924,1.2536835616453998,-0.7944960579412758
sgfn,sgfn_official_full_l160:official_test:43b8cadf-6678-2e38-9920-064144c99406:2:11:10:close by,proximity,close by,True,True,True,1.9486294269033348,1.9434689453729685,-0.526195078351405
vlsat,vlsat_closed_set:full_official_validation:0cac7676-8d6f-2d13-8f3a-d7bf7f03e721:2:26:3:close by,proximity,close by,True,True,True,1.9045454289457697,1.9309225025873753,-0.638267346722823
vlsat,vlsat_closed_set:full_official_validation:0cac7584-8d6f-2d13-8df8-c05e4307b418:1:19:2:close by,proximity,close by,True,True,True,1.7233838159911214,1.7308337271124565,-0.015254469028485545
open3dsg,open3dsg_ov:full_official_validation:c2d99349-1947-2fbf-837e-a0bd5e027c52_3:2:5:close by,proximity,close by,True,True,True,1.7524845961079203,1.7071706931994752,-0.5075023177473081
vlsat,vlsat_closed_set:full_official_validation:7747a510-9431-24e8-8705-907ee78be2a2:6:24:34:close by,proximity,close by,True,True,True,1.7750199618815827,1.631322129965765,-0.10128845308167989
vlsat,vlsat_closed_set:full_official_validation:c7895f27-339c-2d13-836b-c12dca280261:3:13:15:close by,proximity,close by,True,True,True,1.8796159575821703,1.9667463518976382,-0.5515823933981011
sgfn,sgfn_official_full_l160:official_test:6bde60cb-9162-246f-8cf5-d04f7426e56f:1:9:3:close by,proximity,close by,True,True,True,1.7664507963801062,1.5230026264290542,-0.9633458215358669
open3dsg,open3dsg_ov:full_official_validation:c7895f63-339c-2d13-81a3-0b07b1eb23b4_1:1:2:close by,proximity,close by,True,True,True,1.7704777436893202,1.7340010369444407,-0.9114627083067265
open3dsg,open3dsg_ov:full_official_validation:1d234026-e280-2b1a-8fe1-713e28269f4d_1:8:2:close by,proximity,close by,True,True,True,1.939184302045112,1.9418703697934208,-0.73294531908048
open3dsg,open3dsg_ov:full_official_validation:0cac761b-8d6f-2d13-8f16-23a7d73c54fe_2:5:1:close by,proximity,close by,True,True,True,1.1487271691124799,0.9059796880011017,-0.3012129792509237
open3dsg,open3dsg_ov:full_official_validation:5341b79f-8a66-2cdd-84d5-6dba6525dd75_1:14:5:close by,proximity,close by,True,True,True,1.5560802152408257,1.281310446097354,-0.9857227999916311
sgfn,sgfn_official_full_l160:official_test:5630cfd1-12bf-2860-86b2-e7a96bc32c19:2:24:12:close by,proximity,close by,True,True,True,1.9792320553904927,1.9592233126899163,-0.03677126674826201
open3dsg,open3dsg_ov:full_official_validation:bf9a3ddf-45a5-2e80-8007-8e9e7f323e52_1:23:8:close by,proximity,close by,True,True,True,1.1478992716913663,0.8152118893769652,-0.3205123875986493
vlsat,vlsat_closed_set:full_official_validation:8eabc445-5af7-2f32-85ae-90deb8eb1b0b:3:21:11:close by,proximity,close by,True,True,True,1.6413057767772143,1.6018445227418494,-0.8595014685802566
vlsat,vlsat_closed_set:full_official_validation:280d8ebb-6cc6-2788-9153-98959a2da801:8:62:8:close by,proximity,close by,True,True,True,1.9459119379007,1.9785413026212746,-0.9257639834582441
vlsat,vlsat_closed_set:full_official_validation:0988ea72-eb32-2e61-8344-99e2283c2728:3:18:33:close by,proximity,close by,True,True,True,1.8131802290270196,1.792757642743159,-0.007607980815543665
open3dsg,open3dsg_ov:full_official_validation:4a9a43d4-7736-2874-87a6-0c3089281af8_1:7:60:close by,proximity,close by,True,True,True,1.1640083306300135,0.8894616149015429,-0.2472570202581772
vlsat,vlsat_closed_set:full_official_validation:4d3d82ae-8cf4-2e04-80de-20f96c814d9c:1:12:11:close by,proximity,close by,False,True,True,0.9015505558807801,0.9161550052486813,-0.8588953018762485
sgfn,sgfn_official_full_l160:official_test:e61b0e04-bada-2f31-82d6-72831a602ba7:4:25:24:close by,proximity,close by,True,True,True,1.5923959012520061,1.6325529352404047,-0.3743682020122119
vlsat,vlsat_closed_set:full_official_validation:280d8ebb-6cc6-2788-9153-98959a2da801:7:66:67:close by,proximity,close by,True,True,True,1.855564046084126,1.9119718952363285,-0.22238096168642507
open3dsg,open3dsg_ov:full_official_validation:ba6fdaac-a4c1-2dca-8380-f16765679fd7_5:4:15:close by,proximity,close by,True,True,True,1.809700290485655,1.8525110795681852,-0.7261115128307022
open3dsg,open3dsg_ov:full_official_validation:38770ca1-86d7-27b8-8619-ab66f67d9adf_4:1:65:close by,proximity,close by,True,True,True,0.6628352653525103,0.4735129513941678,-0.9670402365309342
vlsat,vlsat_closed_set:full_official_validation:bcb0fe04-4f39-2c70-9f03-d0eec592de24:2:30:41:close by,proximity,close by,True,True,True,0.8225915245786024,0.7466356874213753,-0.441586813387871
sgfn,sgfn_official_full_l160:official_test:4d3d82b0-8cf4-2e04-80a8-c955ea964c2f:1:13:12:close by,proximity,close by,True,True,True,1.8283274183616607,1.9233302381949255,-0.3175688436752764
sgfn,sgfn_official_full_l160:official_test:c92fb5b5-f771-2064-8570-dbe16cb33764:3:1:20:close by,proximity,close by,True,True,True,1.803261288425555,1.854821197102281,-0.7237487928838033
vlsat,vlsat_closed_set:full_official_validation:7747a50c-9431-24e8-877d-e60c3a341cc2:6:1:4:close by,proximity,close by,False,False,True,0.6557289770851038,0.6525585691839212,-0.22546661700851844
sgfn,sgfn_official_full_l160:official_test:c2d99345-1947-2fbf-818d-90ea82acef29:1:22:13:close by,proximity,close by,True,True,True,1.9974173301756863,1.9921188930578992,-0.000367749758737197
open3dsg,open3dsg_ov:full_official_validation:20c993b3-698f-29c5-859c-dca8ddecf220_1:5:3:close by,proximity,close by,True,True,True,1.8769696268220064,1.8668717120735085,-0.6287693641334757
open3dsg,open3dsg_ov:full_official_validation:f2c76feb-2239-29d0-8418-72b6051fc144_1:1:34:close by,proximity,close by,True,True,True,1.8819656154573545,1.8365406713199204,-0.9578819110999779
open3dsg,open3dsg_ov:full_official_validation:38770ca1-86d7-27b8-8619-ab66f67d9adf_6:1:88:close by,proximity,close by,True,True,True,0.1649136716320534,0.38732269991152946,-0.31194244855991415
open3dsg,open3dsg_ov:full_official_validation:0cac75ea-8d6f-2d13-8e50-c5faf0159e32_1:10:2:close by,proximity,close by,True,True,True,1.2305518891682397,1.2124844449646364,-0.25711322139068704
sgfn,sgfn_official_full_l160:official_test:1d233fe6-e280-2b1a-8caf-eb0d13a59ad6:2:3:22:close by,proximity,close by,True,True,True,1.7348677444315044,1.801111771729293,-0.6144591062432384
open3dsg,open3dsg_ov:full_official_validation:5630cfd1-12bf-2860-86b2-e7a96bc32c19_2:13:19:close by,proximity,close by,True,True,True,1.965159167520415,1.9857238584565045,-0.8187989579175193
sgfn,sgfn_official_full_l160:official_test:10b17957-3938-2467-88a5-9e9254930dad:8:25:103:close by,proximity,close by,True,False,True,0.7508017941923308,0.2075834554334109,-0.03830551000968241
open3dsg,open3dsg_ov:full_official_validation:38770ca3-86d7-27b8-85a7-7d840ffdec6a_4:1:81:close by,proximity,close by,True,True,True,1.6420607105476046,1.6384338298342929,-0.804815729048641
sgfn,sgfn_official_full_l160:official_test:41385849-a238-2435-81d0-ceb0eba4541a:5:70:81:close by,proximity,close by,True,True,True,1.4005728918412772,1.4071034668903444,-0.6313347127192024
vlsat,vlsat_closed_set:full_official_validation:c92fb5b7-f771-2064-87a9-31c819832405:4:27:23:close by,proximity,close by,True,True,True,1.9820722352713398,1.9916675914892332,-0.19379306975380797
sgfn,sgfn_official_full_l160:official_test:ab835fae-54c6-29a1-995e-b06cfc555786:1:32:23:close by,proximity,close by,True,True,True,1.9613194376402694,1.973934825442912,-0.0065105361964404055
vlsat,vlsat_closed_set:full_official_validation:6e67e550-1209-2cd0-8294-7cc2564cf82c:1:12:45:close by,proximity,close by,True,True,True,1.9815899791485392,1.981899367615719,-0.5980373401937275
sgfn,sgfn_official_full_l160:official_test:742e8f19-be0a-294e-9eb6-50dc474b110e:2:33:28:close by,proximity,close by,True,True,True,1.7770562095611493,1.6713371459263644,-0.4395979015959611
open3dsg,open3dsg_ov:full_official_validation:ab835faa-54c6-29a1-9b55-1a5217fcba19_3:17:15:close by,proximity,close by,True,True,True,1.870998920844775,1.769342133298001,-0.8347857481978962
vlsat,vlsat_closed_set:full_official_validation:ddc73797-765b-241a-9e2c-097c5989baf6:3:102:62:close by,proximity,close by,True,True,True,1.8078991617353894,1.7691308261140506,-0.1796819269024137
vlsat,vlsat_closed_set:full_official_validation:0988ea72-eb32-2e61-8344-99e2283c2728:1:24:47:close by,proximity,close by,True,True,True,0.9283582592956333,0.8267165467932881,-0.0379297128342706
open3dsg,open3dsg_ov:full_official_validation:5630cfd1-12bf-2860-86b2-e7a96bc32c19_3:5:22:close by,proximity,close by,True,True,True,1.7507621980624037,1.7979064788118913,-0.7146762615499069
sgfn,sgfn_official_full_l160:official_test:c7895f7c-339c-2d13-819f-3bb0b26c91f6:1:37:38:close by,proximity,close by,True,True,True,1.9698760625359077,1.966484077011426,-0.6269308025334711
open3dsg,open3dsg_ov:full_official_validation:ba6fdaaa-a4c1-2dca-8163-a52b18bf6b64_5:17:23:close by,proximity,close by,True,True,True,1.86782144219115,1.9055702709346116,-0.08398236134843166
sgfn,sgfn_official_full_l160:official_test:321c867e-a5a8-2a84-851a-818df115be05:1:2:16:close by,proximity,close by,True,True,True,1.701201703378469,1.6618100081078597,-0.952367984499259
vlsat,vlsat_closed_set:full_official_validation:0988ea72-eb32-2e61-8344-99e2283c2728:2:1:11:close by,proximity,close by,True,True,True,1.7559227227937573,1.685716047574438,-0.9720514340055644
vlsat,vlsat_closed_set:full_official_validation:d04eb40f-1d53-27ea-8a41-47892bde7017:2:30:37:close by,proximity,close by,True,True,True,1.0523049388445882,1.2466214484817368,-0.45591568812929006
vlsat,vlsat_closed_set:full_official_validation:c7895f7c-339c-2d13-819f-3bb0b26c91f6:4:7:4:close by,proximity,close by,True,True,True,0.30268383088381867,0.3811541575229338,-0.49566377333296974
open3dsg,open3dsg_ov:full_official_validation:bf9a3ddd-45a5-2e80-80bc-647365c7ca08_1:6:22:close by,proximity,close by,True,False,True,1.0434878471985043,0.30536002854400535,-0.8243396660982256
vlsat,vlsat_closed_set:full_official_validation:4138585b-a238-2435-810b-9728fc989b2f:1:7:21:close by,proximity,close by,True,True,True,0.5180470275636208,0.7100017687999809,-0.2646873480616727
vlsat,vlsat_closed_set:full_official_validation:0cac761b-8d6f-2d13-8f16-23a7d73c54fe:1:8:9:close by,proximity,close by,True,True,True,1.8748295810026283,1.85198095442998,-0.8060012957697856
sgfn,sgfn_official_full_l160:official_test:4a9a43d2-7736-2874-874d-d0fad0570e19:6:21:22:close by,proximity,close by,True,True,True,1.9747339550206084,1.9645776856949273,-0.25804430214924745
sgfn,sgfn_official_full_l160:official_test:ddc73799-765b-241a-9c30-f75dcb7627d4:1:401:34:close by,proximity,close by,True,True,True,1.139463178627204,1.1794392517150167,-0.37612433715034954
vlsat,vlsat_closed_set:full_official_validation:7747a4ec-9431-24e8-848f-897279a1e9fe:7:8:36:close by,proximity,close by,True,True,True,1.9835294923217675,1.9742449456985678,-0.6664584405557668
open3dsg,open3dsg_ov:full_official_validation:4a9a43d4-7736-2874-87a6-0c3089281af8_4:13:58:close by,proximity,close by,True,True,True,1.950131275470644,1.9663411131193955,-0.0021457354338903886
vlsat,vlsat_closed_set:full_official_validation:38770ca3-86d7-27b8-85a7-7d840ffdec6a:1:58:27:close by,proximity,close by,True,True,True,1.6230912290860093,1.314592109647633,-0.6376485749767069
vlsat,vlsat_closed_set:full_official_validation:ba6fdaaa-a4c1-2dca-8163-a52b18bf6b64:1:38:12:close by,proximity,close by,True,True,True,1.9219431805362905,1.8756995409787915,-0.9577621187073103
open3dsg,open3dsg_ov:full_official_validation:6bde60cb-9162-246f-8cf5-d04f7426e56f_1:7:8:close by,proximity,close by,True,True,True,1.9515618319329349,1.9224088984087158,-0.8361032859832432
sgfn,sgfn_official_full_l160:official_test:d7d40d4e-7a5d-2b36-97e7-34324c52ac42:2:10:18:close by,proximity,close by,True,True,True,1.4550347179908765,1.391979567907112,-0.24380534230423312
open3dsg,open3dsg_ov:full_official_validation:e61b0e04-bada-2f31-82d6-72831a602ba7_7:43:2:close by,proximity,close by,True,True,True,1.9315179280827022,1.8945857294250326,-0.9030479946750016
open3dsg,open3dsg_ov:full_official_validation:1d2f850c-d757-207c-8fba-60b90a7d4691_3:20:17:close by,proximity,close by,True,True,True,1.3014600454912457,1.2708161864366692,-0.16503007423764426
sgfn,sgfn_official_full_l160:official_test:c7895f7c-339c-2d13-819f-3bb0b26c91f6:2:8:10:close by,proximity,close by,True,True,True,0.5066517589142616,0.3226069593958797,-0.12338454757132766
sgfn,sgfn_official_full_l160:official_test:10b17940-3938-2467-8a7a-958300ba83d3:1:7:26:close by,proximity,close by,True,True,True,1.9582816854193512,1.9680991932442384,-0.8526825827402258
vlsat,vlsat_closed_set:full_official_validation:ba6fdaac-a4c1-2dca-8380-f16765679fd7:5:16:17:close by,proximity,close by,True,True,True,1.8638625491615008,1.8162001508727232,-0.9189178460719822
vlsat,vlsat_closed_set:full_official_validation:10b17957-3938-2467-88a5-9e9254930dad:7:68:23:close by,proximity,close by,True,True,True,1.9746114067885139,1.9692674491903612,-0.6202754296605257
open3dsg,open3dsg_ov:full_official_validation:f2c76fe9-2239-29d0-87ec-f2c7ced812c1_1:1:5:close by,proximity,close by,True,True,True,1.6063019152439968,1.3996929709866068,-0.9853770273926709
sgfn,sgfn_official_full_l160:official_test:75c25975-9ca2-2844-9769-84677f46d4cf:4:38:39:close by,proximity,close by,True,True,True,1.9897228814370678,1.9846554223453858,-0.4808634702306077
sgfn,sgfn_official_full_l160:official_test:280d8ebb-6cc6-2788-9153-98959a2da801:1:15:48:close by,proximity,close by,True,True,True,1.9372602829450405,1.8826575741060458,-0.2344882542939133
vlsat,vlsat_closed_set:full_official_validation:4731976c-f9f7-2a1a-95cc-31c4d1751d0b:1:57:18:close by,proximity,close by,True,True,True,1.8104354278434527,1.9263453797118288,-0.793393838728707
vlsat,vlsat_closed_set:full_official_validation:0cac7582-8d6f-2d13-8d4b-e4041cb166c4:2:13:14:close by,proximity,close by,True,True,True,1.8568263080084326,1.843849312104079,-0.4241478411866443
open3dsg,open3dsg_ov:full_official_validation:10b17957-3938-2467-88a5-9e9254930dad_3:18:4:close by,proximity,close by,True,True,True,1.8822847132958611,1.9015955711402435,-0.851591503034331
vlsat,vlsat_closed_set:full_official_validation:10b17957-3938-2467-88a5-9e9254930dad:7:73:104:close by,proximity,close by,True,True,True,1.8081581911176907,1.8000867115754304,-0.12733827915581297
open3dsg,open3dsg_ov:full_official_validation:280d8ebb-6cc6-2788-9153-98959a2da801_6:73:68:close by,proximity,close by,True,True,True,1.9561326084573822,1.9621355648670482,-0.28767496491246614
vlsat,vlsat_closed_set:full_official_validation:38770ca3-86d7-27b8-85a7-7d840ffdec6a:1:25:61:close by,proximity,close by,True,True,True,1.6172428223135646,1.614557472481162,-0.3511759716918369
open3dsg,open3dsg_ov:full_official_validation:9af05c68-5794-2e19-8c5a-979f448da545_4:48:10:close by,proximity,close by,True,True,True,1.839607221422387,1.9157864068209327,-0.7881720265883552
vlsat,vlsat_closed_set:full_official_validation:5341b7e3-8a66-2cdd-8709-66a2159f0017:3:17:24:close by,proximity,close by,True,True,True,1.945452631266618,1.9595757559916986,-0.008323883515861247
open3dsg,open3dsg_ov:full_official_validation:9766cbf5-6321-2e2f-8131-78c4e204635d_1:13:15:close by,proximity,close by,True,True,True,1.312965457719984,0.9664112700693753,-0.40572733456207377
open3dsg,open3dsg_ov:full_official_validation:1d2f850c-d757-207c-8fba-60b90a7d4691_1:4:13:close by,proximity,close by,True,True,True,1.0154013609597956,0.8759360538375551,-0.0744909286854959
sgfn,sgfn_official_full_l160:official_test:ab835fae-54c6-29a1-995e-b06cfc555786:1:12:32:close by,proximity,close by,True,True,True,1.8959779848801184,1.8314888282489687,-0.5619078701315731
sgfn,sgfn_official_full_l160:official_test:422885b3-192d-25fc-84c9-9b80eea1752d:1:16:2:close by,proximity,close by,True,True,True,1.7506740203416487,1.824761316281348,-0.6636256314167768
vlsat,vlsat_closed_set:full_official_validation:6bde6083-9162-246f-8c9c-e170212059b2:1:12:14:close by,proximity,close by,True,True,True,1.8988028243630743,1.9007349118994605,-0.607464983110306
open3dsg,open3dsg_ov:full_official_validation:6e67e55f-1209-2cd0-8194-8c6278434c80_1:16:12:close by,proximity,close by,True,True,True,1.909342207477132,1.9079559612300803,-0.7935856043349206
sgfn,sgfn_official_full_l160:official_test:e61b0e02-bada-2f31-82d0-80fc5c70bd6f:3:9:11:close by,proximity,close by,True,True,True,1.9909487826344545,1.9993097635262624,-0.0034547681149995897
open3dsg,open3dsg_ov:full_official_validation:742e8f17-be0a-294e-9dd3-52492d308e2b_3:16:1:close by,proximity,close by,True,True,True,1.4036907124378417,1.0602658414618342,-0.8901169677399979
open3dsg,open3dsg_ov:full_official_validation:4d3d82ae-8cf4-2e04-80de-20f96c814d9c_1:3:23:close by,proximity,close by,True,True,True,1.9098041891537407,1.914635499844654,-0.9009437540616363
vlsat,vlsat_closed_set:full_official_validation:9766cbe5-6321-2e2f-8040-4e5b7a5d8ba1:1:13:450:close by,proximity,close by,True,True,True,1.4406685136768407,1.6073468325685365,-0.051181622997092835
vlsat,vlsat_closed_set:full_official_validation:0cac75b7-8d6f-2d13-8cb2-0b4e06913140:1:36:6:close by,proximity,close by,True,True,True,1.965627745303803,1.9716289423554954,-0.4961893879428845
open3dsg,open3dsg_ov:full_official_validation:c2d99341-1947-2fbf-817a-5aa9b44f724f_2:2:6:close by,proximity,close by,True,True,True,0.7588038141707835,0.9093506768751274,-0.9699685965166616
vlsat,vlsat_closed_set:full_official_validation:9af05c68-5794-2e19-8c5a-979f448da545:2:16:38:close by,proximity,close by,True,True,True,1.9745391358519004,1.9841302449222429,-8.556274986726905e-05
vlsat,vlsat_closed_set:full_official_validation:4d3d82ae-8cf4-2e04-80de-20f96c814d9c:2:4:2:close by,proximity,close by,True,True,True,1.4150891377310963,1.2191543957913895,-0.5468322957968501
vlsat,vlsat_closed_set:full_official_validation:c7895f07-339c-2d13-8176-7418b6e8d7ce:2:45:24:close by,proximity,close by,True,True,True,1.889570211633315,1.8615174737691673,-0.7858019544457696
sgfn,sgfn_official_full_l160:official_test:bf9a3dd9-45a5-2e80-817c-f918e193231b:1:37:23:close by,proximity,close by,True,True,True,1.7548526426333786,1.8569768516445613,-0.6289842900746574
sgfn,sgfn_official_full_l160:official_test:ddc73797-765b-241a-9e2c-097c5989baf6:2:6:8:close by,proximity,close by,True,True,True,1.8967653842432577,1.899220271482129,-0.6473481864873508
vlsat,vlsat_closed_set:full_official_validation:ddc73799-765b-241a-9c30-f75dcb7627d4:1:401:34:close by,proximity,close by,True,True,True,1.139463178627204,1.1794392517150167,-0.37612433715034954
